CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
CARLOS BERG,"3295","3295 BERG, CARLOS",-58.4298929,-34.6589304,"8",VILLA SOLDATI,"6",I,,,,,,,,,,
CONDOR,"2514",2514 CONDOR,-58.4333677,-34.6599998,"8",VILLA SOLDATI,"6",V,,,,,,,,,,
CONDOR,"2314",2314 CONDOR,-58.4306423,-34.6585043,"8",VILLA SOLDATI,"6",V,,,,,,,,,,
VARELA AV.,"3310",3310 VARELA AV.,-58.4334236,-34.6602991,"8",VILLA SOLDATI,"6",I,,,,,,,,,,
PORTELA,"3151",3195 PORTELA,-58.44321,-34.662378,"8",VILLA SOLDATI,"76",V,,,,,,,,,,
LAFUENTE AV.,"3108",3108 LAFUENTE,-58.4394657,-34.6621401,"8",VILLA SOLDATI,"76",I,,,,,,,,,,
LAFUENTE AV.,"2808",2808 LAFUENTE,-58.4425142,-34.6597149,"8",VILLA SOLDATI,"76",I,,,,,,,,,,
SAN PEDRITO AV.,"2895",2895 SAN PEDRITO,-58.4405995,-34.6594225,"8",VILLA SOLDATI,"6",V,,,,,,,,,,
VIRREY VERTIZ AV.,"1611",1611 VERTIZ VIRREY AV.,-58.4445641,-34.5616705,"13",BELGRANO,"42",V,"64",V,,,,,,,,
CORRALES,"2610",2610 CORRALES,-58.4354808,-34.6585843,"8",VILLA SOLDATI,"6",V,,,,,,,,,,
VIRREY VERTIZ AV.,"1718",1718 VERTIZ VIRREY AV.,-58.4458456,-34.561018,"13",BELGRANO,"15",V,"29",V,"64",V,,,,,,
VIRREY VERTIZ AV.,"1770",1770 VERTIZ VIRREY AV.,-58.4461829,-34.5608033,"13",BELGRANO,"55",I,"60",V,"118",V,,,,,,
VIRREY VERTIZ AV.,"1946",1946 VERTIZ VIRREY AV.,-58.44899,-34.559484,"13",BELGRANO,"29",V,,,,,,,,,,
MARIANO ACOSTA,"2502",2502 MARIANO ACOSTA,-58.4545592,-34.6557709,"8",VILLA SOLDATI,"46",I,,,,,,,,,,
VIRREY VERTIZ AV.,"1950",1950 VERTIZ VIRREY AV.,-58.4491453,-34.5593909,"13",BELGRANO,"15",V,,,,,,,,,,
MARIANO ACOSTA,"2413",2413 MARIANO ACOSTA,-58.4565239,-34.6545826,"8",VILLA SOLDATI,"46",V,,,,,,,,,,
VIRREY VERTIZ AV.,"2002",2002 VERTIZ VIRREY AV.,-58.4499531,-34.5589371,"13",BELGRANO,"60",V,,,,,,,,,,
VIRREY VERTIZ AV.,"2030",2030 VERTIZ VIRREY AV.,-58.449884,-34.5589953,"13",BELGRANO,"42",V,"65",I,,,,,,,,
MENDOZA,"1810",1810 MENDOZA,-58.4518832,-34.5577906,"13",BELGRANO,"107",I,,,,,,,,,,
ARCOS,"2183",2183 ARCOS,-58.4544589,-34.5596009,"13",BELGRANO,"114",I,,,,,,,,,,
CUBA,"2231",2231 CUBA,-58.4557722,-34.5597916,"13",BELGRANO,"114",V,,,,,,,,,,
BLANCO ENCALADA,"2210",2210 BLANCO ENCALADA,-58.4573458,-34.5582326,"13",BELGRANO,"107",I,"114",V,,,,,,,,
BLANCO ENCALADA,"2430",2430 BLANCO ENCALADA,-58.4594393,-34.5594743,"13",BELGRANO,"107",I,"114",V,,,,,,,,
BLANCO ENCALADA,"2710",2710 BLANCO ENCALADA,-58.4620204,-34.5610008,"13",BELGRANO,"107",I,"114",V,,,,,,,,
OLAZABAL AV.,"2689",2689 OLAZABAL,-58.4608477,-34.5616365,"13",BELGRANO,"67",I,,,,,,,,,,
MENDOZA,"2422",2422 MENDOZA,-58.4577228,-34.5612635,"13",BELGRANO,"67",V,,,,,,,,,,
MENDOZA,"2710",2710 MENDOZA,-58.4603988,-34.5628386,"13",BELGRANO,"67",V,,,,,,,,,,
OLAZABAL AV.,"2879",2879 OLAZABAL,-58.4626295,-34.562684,"13",BELGRANO,"67",I,,,,,,,,,,
DR. RICARDO BALBIN AV.,"2316","2316 BALBIN, RICARDO, DR. AV.",-58.46416,-34.5632728,"13",BELGRANO,"67",V,,,,,,,,,,
MONROE AV.,"3106",3106 MONROE AV.,-58.4666625,-34.562434,"13",BELGRANO,"107",I,"114",V,,,,,,,,
MONROE AV.,"3122",3122 MONROE AV.,-58.4668317,-34.5625593,"13",BELGRANO,"133",I,,,,,,,,,,
MONROE AV.,"3306",3306 MONROE AV.,-58.4686767,-34.5638277,"13",BELGRANO,"107",I,"114",V,,,,,,,,
MONROE AV.,"3328",3328 MONROE AV.,-58.4688333,-34.5639298,"13",BELGRANO,"133",I,,,,,,,,,,
SUPERI,"2489",2489 SUPERI,-58.4694037,-34.5644832,"13",BELGRANO,"19",I,,,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"3036","3036 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4429624,-34.65986,"8",VILLA SOLDATI,"101",I,"150",,"23",I,"143",V,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"2993","2993 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4425143,-34.6591933,"8",VILLA SOLDATI,"23",V,"76",,"101",V,"143",I,"150",,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"3324","3324 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.445733,-34.6619948,"8",VILLA SOLDATI,"101",I,"143",V,"150",V,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"3259","3259 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4452531,-34.66144,"8",VILLA SOLDATI,"101",,"143",I,"150",I,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"3559","3559 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4484401,-34.6638067,"8",VILLA SOLDATI,"101",,"143",I,"150",I,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"3540","3540 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4482176,-34.6639218,"8",VILLA SOLDATI,"101",I,"143",V,"150",V,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"4261",4261 FERNANDEZ DE LA CRUZ F GRAL AVE,-58.4570429,-34.6710808,"8",VILLA SOLDATI,"101",,"143",I,"150",I,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"4262",4262 FERNANDEZ DE LA CRUZ F GRAL AVE,-58.4566942,-34.6711487,"8",VILLA SOLDATI,"101",I,"143",V,"150",V,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"4543","4543 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4608864,-34.6744673,"8",VILLA LUGANO,"101",,"114",I,"143",I,"150",I,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"4452","4452 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4603363,-34.6745479,"8",VILLA LUGANO,"101",I,"114",V,"143",V,"150",V,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"5351","5351 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.465848,-34.6787936,"8",VILLA LUGANO,"101",,"114",I,"143",I,"150",I,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"5366","5366 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4653532,-34.6790183,"8",VILLA LUGANO,"101",I,"143",V,"114",V,"150",V,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"5551","5551 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4676915,-34.6807162,"8",VILLA LUGANO,"101",V,,,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"6091","6091 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4720906,-34.6844843,"8",VILLA LUGANO,"143",I,,,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"5671","5671 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.469018,-34.681645,"8",VILLA LUGANO,"117",V,"185",I,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"6595","6595 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4759601,-34.6879868,"8",VILLA RIACHUELO,"143",I,,,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"6837","6837 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4781567,-34.689971,"8",VILLA RIACHUELO,"150",I,,,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"6820","6820 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.478595,-34.689524,"8",VILLA RIACHUELO,"145",I,"143",V,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"6830",6830 FERNANDEZ DE LA CRUZ F GRAL AVE,-58.4777846,-34.68992,"8",VILLA RIACHUELO,"150",V,,,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"6550","6550 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4756197,-34.68798,"8",VILLA RIACHUELO,"150",V,"143",V,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"5902","5902 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4705,-34.683596,"8",VILLA LUGANO,"143",V,,,,,,,,,,
GRAL. FRANCISCO FERNANDEZ DE LA CRUZ AV.,"5602","5602 FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.4679456,-34.681381,"8",VILLA LUGANO,"101",I,,,,,,,,,,
CNEL. ROCA AV.,"5821","5821 ROCA, CNEL. AV.",-58.4603831,-34.68905,"8",VILLA RIACHUELO,"115",I,"91",I,,,,,,,,
CNEL. ROCA AV.,"5788","5788 ROCA, CNEL. AV.",-58.4601368,-34.6891143,"8",VILLA RIACHUELO,"47",,"91",,"114",,"117",V,"150",V,"115",
CNEL. ROCA AV.,"6083","6083 ROCA, CNEL. AV.",-58.46302,-34.69144,"8",VILLA LUGANO,"47",,"91",,"117",I,"114",,"115",,,
CNEL. ROCA AV.,"6120","6120 ROCA, CNEL. AV.",-58.4633791,-34.6922919,"8",VILLA RIACHUELO,"47",,"91",,"114",,"115",,"117",I,"150",
CNEL. ROCA AV.,"6523","6523 ROCA, CNEL. AV.",-58.4665629,-34.694658,"8",VILLA RIACHUELO,"91",,"114",I,"117",I,,,,,,
CNEL. ROCA AV.,"6522","6522 ROCA, CNEL. AV.",-58.4660844,-34.6947539,"8",VILLA RIACHUELO,"91",,"101",I,"114",V,"117",V,,,,
CNEL. ROCA AV.,"6979","6979 ROCA, CNEL. AV.",-58.4698682,-34.6977216,"8",VILLA RIACHUELO,"114",I,"117",I,,,,,,,,
CNEL. ROCA AV.,"6981","6981 ROCA, CNEL. AV.",-58.4698829,-34.697735,"8",VILLA RIACHUELO,"101",V,"145",I,,,,,,,,
CNEL. ROCA AV.,"6995","6995 ROCA, CNEL. AV.",-58.4698179,-34.6976733,"8",VILLA RIACHUELO,"80",I,"91",I,,,,,,,,
CNEL. ROCA AV.,"6880","6880 ROCA, CNEL. AV.",-58.468808,-34.697205,"8",VILLA RIACHUELO,"91",V,"101",I,,,,,,,,
CNEL. ROCA AV.,"6898","6898 ROCA, CNEL. AV.",-58.4690186,-34.6973652,"8",VILLA RIACHUELO,"117",V,"114",V,,,,,,,,
CNEL. ROCA AV.,"6844","6844 ROCA, CNEL. AV.",-58.4684514,-34.6970359,"8",VILLA RIACHUELO,"80",V,"145",V,,,,,,,,
CNEL. ROCA AV.,"5501","5501 ROCA, CNEL. AV.",-58.4567175,-34.6861038,"8",VILLA RIACHUELO,"47",V,"150",V,,,,,,,,
CNEL. ROCA AV.,"5531","5531 ROCA, CNEL. AV.",-58.4580386,-34.6865636,"8",VILLA LUGANO,"114",V,"117",V,,,,,,,,
CNEL. ROCA AV.,"5551","5551 ROCA, CNEL. AV.",-58.4581653,-34.6866825,"8",VILLA LUGANO,"145",V,,,,,,,,,,
CNEL. ROCA AV.,"5332","5332 ROCA, CNEL. AV.",-58.45575,-34.68506,"8",VILLA RIACHUELO,"91",V,"115",V,,,,,,,,
CNEL. ROCA AV.,"5331","5331 ROCA, CNEL. AV.",-58.4559025,-34.68488,"8",VILLA LUGANO,"91",I,"115",I,,,,,,,,
CNEL. ROCA AV.,"4708","4708 ROCA, CNEL. AV.",-58.4512148,-34.68112,"8",VILLA RIACHUELO,"91",V,"115",V,,,,,,,,
CNEL. ROCA AV.,"4709","4709 ROCA, CNEL. AV.",-58.4514805,-34.6809,"8",VILLA RIACHUELO,"91",I,"115",I,,,,,,,,
CNEL. ROCA AV.,"4294","4294 ROCA, CNEL. AV.",-58.4485619,-34.6771885,"8",VILLA SOLDATI,"91",V,"115",V,,,,,,,,
CNEL. ROCA AV.,"4293","4293 ROCA, CNEL. AV.",-58.4488246,-34.6771938,"8",VILLA SOLDATI,"91",I,"115",I,,,,,,,,
CNEL. ROCA AV.,"3998","3998 ROCA, CNEL. AV.",-58.4458619,-34.67279,"8",VILLA SOLDATI,"91",V,"115",V,,,,,,,,
CNEL. ROCA AV.,"3997","3997 ROCA, CNEL. AV.",-58.4459613,-34.67263,"8",VILLA SOLDATI,"91",I,"115",I,,,,,,,,
CNEL. ROCA AV.,"3558","3558 ROCA, CNEL. AV.",-58.4428233,-34.6689929,"8",VILLA SOLDATI,"91",V,"115",V,,,,,,,,
CNEL. ROCA AV.,"3615","3615 ROCA, CNEL. AV.",-58.443293,-34.6689401,"8",VILLA SOLDATI,"91",I,"115",I,,,,,,,,
CNEL. ROCA AV.,"3390","3390 ROCA, CNEL. AV.",-58.4405992,-34.66674,"8",VILLA SOLDATI,"91",V,"115",V,,,,,,,,
CNEL. ROCA AV.,"3395","3395 ROCA, CNEL. AV.",-58.4407493,-34.66666,"8",VILLA SOLDATI,"91",I,"115",I,,,,,,,,
INTEDENTE FRANCISCO RABANAL AV.,"2299","2299 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4287986,-34.6595907,"8",VILLA SOLDATI,"76",I,"91",,"115",,,,,,,
INTEDENTE FRANCISCO RABANAL AV.,"2316","2316 RABANAL, FRANCISCO, INTENDENTE AV.",-58.429415,-34.6601007,"8",VILLA SOLDATI,"76",V,"91",,"115",,,,,,,
INTEDENTE FRANCISCO RABANAL AV.,"2686","2686 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4330227,-34.6617966,"8",VILLA SOLDATI,"91",,"76",V,"115",,,,,,,
INTEDENTE FRANCISCO RABANAL AV.,"2761","2761 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4341192,-34.6619936,"8",VILLA SOLDATI,"76",I,"91",,"115",,,,,,,
INTEDENTE FRANCISCO RABANAL AV.,"2971",2971 RABANAL FRANCISCO INTENDENTE AVE,-58.4372795,-34.66341,"8",VILLA SOLDATI,"91",I,"115",I,,,,,,,,
INTEDENTE FRANCISCO RABANAL AV.,"3050","3050 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4376593,-34.6639977,"8",VILLA SOLDATI,"76",V,"91",,"115",,,,,,,
EVA PERON AV.,"1821","1821 PERON, EVA AV.",-58.4488188,-34.6357266,"7",PARQUE CHACABUCO,"97",I,"103",I,,,,,,,,
EVA PERON AV.,"2089","2089 PERON, EVA AV.",-58.4511917,-34.6372671,"7",PARQUE CHACABUCO,"103",I,"97",I,,,,,,,,
EVA PERON AV.,"2289","2289 PERON, EVA AV.",-58.4530644,-34.6382956,"7",FLORES,"56",I,"4",V,,,,,,,,
EVA PERON AV.,"2285","2285 PERON, EVA AV.",-58.4532219,-34.6383829,"7",FLORES,"103",I,"97",I,,,,,,,,
EVA PERON AV.,"2257","2257 PERON, EVA AV.",-58.4533002,-34.6384264,"7",FLORES,"132",V,,,,,,,,,,
EVA PERON AV.,"2487","2487 PERON, EVA AV.",-58.4556912,-34.6404058,"7",FLORES,"132",V,,,,,,,,,,
EVA PERON AV.,"2655","2655 PERON, EVA AV.",-58.4574539,-34.6413253,"7",FLORES,"103",I,"50",I,,,,,,,,
EVA PERON AV.,"3081","3081 PERON, EVA AV.",-58.4606358,-34.6427741,"7",FLORES,"50",I,"103",I,,,,,,,,
EVA PERON AV.,"3475","3475 PERON, EVA AV.",-58.4647904,-34.6447369,"7",FLORES,"50",I,"56",I,"145",I,,,,,,
EVA PERON AV.,"3671","3671 PERON, EVA AV.",-58.4669235,-34.6457191,"9",PARQUE AVELLANEDA,"7",I,"145",I,,,,,,,,
EVA PERON AV.,"3867","3867 PERON, EVA AV.",-58.4684963,-34.6478865,"9",PARQUE AVELLANEDA,"103",I,"145",I,,,,,,,,
EVA PERON AV.,"3877",3877 PERON EVA AVE,-58.4686031,-34.6480457,"9",PARQUE AVELLANEDA,"50",I,"103",I,,,,,,,,
EVA PERON AV.,"3895","3895 PERON, EVA AV.",-58.4686995,-34.6481768,"9",PARQUE AVELLANEDA,"7",I,"56",I,"101",V,,,,,,
EVA PERON AV.,"3856","3856 PERON, EVA AV.",-58.4684503,-34.6480789,"9",PARQUE AVELLANEDA,"7",V,"50",V,"56",V,,,,,,
EVA PERON AV.,"3736","3736 PERON, EVA AV.",-58.4673436,-34.6464974,"9",PARQUE AVELLANEDA,"97",V,"103",V,,,,,,,,
EVA PERON AV.,"2672","2672 PERON, EVA AV.",-58.4575391,-34.641516,"7",FLORES,"56",V,"103",V,,,,,,,,
EVA PERON AV.,"2666","2666 PERON, EVA AV.",-58.4572538,-34.6413829,"7",FLORES,"4",I,"97",V,,,,,,,,
EVA PERON AV.,"2644","2644 PERON, EVA AV.",-58.4571774,-34.6413473,"7",FLORES,"7",V,"50",V,,,,,,,,
EVA PERON AV.,"2410","2410 PERON, EVA AV.",-58.4550852,-34.6401841,"7",FLORES,"132",I,,,,,,,,,,
EVA PERON AV.,"2214","2214 PERON, EVA AV.",-58.4526314,-34.6381956,"7",FLORES,"97",V,"4",I,,,,,,,,
EVA PERON AV.,"2044","2044 PERON, EVA AV.",-58.4505805,-34.6370391,"7",PARQUE CHACABUCO,"103",V,,,,,,,,,,
EVA PERON AV.,"1760","1760 PERON, EVA AV.",-58.4481264,-34.6353994,"7",PARQUE CHACABUCO,"56",V,"103",V,,,,,,,,
EVA PERON AV.,"1730","1730 PERON, EVA AV.",-58.4478845,-34.635251,"7",PARQUE CHACABUCO,"4",I,"97",V,,,,,,,,
GRAL. PAZ AV.,"17180","17180 PAZ, GRAL. AV.",-58.4663621,-34.7006587,"8",VILLA RIACHUELO,"21",I,"28",I,,,,,,,,
GRAL. PAZ AV.,"16840","16840 PAZ, GRAL. AV.",-58.469433,-34.6982282,"8",VILLA RIACHUELO,"21",I,"28",I,,,,,,,,
GRAL. PAZ AV.,"16520","16520 PAZ, GRAL. AV.",-58.4728452,-34.6956583,"8",VILLA RIACHUELO,"21",I,"28",I,,,,,,,,
GRAL. PAZ AV.,"15914","15914 PAZ, GRAL. AV.",-58.4800867,-34.6901863,"8",VILLA RIACHUELO,"8",V,"28",I,,,,,,,,
GRAL. PAZ AV.,"15640","15640 PAZ, GRAL. AV.",-58.4833515,-34.6873445,"8",VILLA LUGANO,"97",V,,,,,,,,,,
GRAL. PAZ AV.,"15390","15390 PAZ, GRAL. AV.",-58.4885093,-34.6840863,"8",VILLA LUGANO,"8",V,"97",V,,,,,,,,
GRAL. PAZ AV.,"14898","14898 PAZ, GRAL. AV.",-58.4931319,-34.6802946,"8",VILLA LUGANO,"8",V,"28",I,"97",V,,,,,,
GRAL. PAZ AV.,"14602","14602 PAZ, GRAL. AV.",-58.4957359,-34.678387,"8",VILLA LUGANO,"28",I,"8",V,"97",V,,,,,,
GRAL. PAZ AV.,"14304","14304 PAZ, GRAL. AV.",-58.4984152,-34.6763558,"8",VILLA LUGANO,"21",I,"97",V,,,,,,,,
GRAL. PAZ AV.,"14140","14140 PAZ, GRAL. AV.",-58.5010637,-34.6743539,"8",MATADEROS,"8",,"28",I,,,,,,,,
GRAL. PAZ AV.,"14136","14136 PAZ, GRAL. AV.",-58.5011057,-34.6743222,"8",MATADEROS,"21",,"97",,,,,,,,,
EVA PERON AV.,"5489","5489 PERON, EVA AV.",-58.4838362,-34.661024,"9",MATADEROS,"97",I,"103",I,,,,,,,,
EVA PERON AV.,"5171",5171 PERON EVA AVE,-58.4813052,-34.6594019,"9",MATADEROS,"145",I,"103",I,"97",i,,,,,,
CRISOSTOMO ALVAREZ,"2795","2795 ALVAREZ, CRISOSTOMO",-58.4565,-34.6448332,"7",FLORES,"101",V,,,,,,,,,,
CRISOSTOMO ALVAREZ,"2997","2997 ALVAREZ, CRISOSTOMO",-58.4584748,-34.6462687,"7",FLORES,"101",V,,,,,,,,,,
ZUVIRIA,"2718",2718 ZUVIRIA,-58.4565309,-34.6434111,"7",FLORES,"101",I,,,,,,,,,,
LAFUENTE AV.,"1424",1424 LAFUENTE AV.,-58.4581071,-34.6468641,"7",FLORES,"76",I,,,,,,,,,,
SAN PEDRITO AV.,"1395",1395 SAN PEDRITO,-58.4577764,-34.6456413,"7",FLORES,"76",V,,,,,,,,,,
SAN PEDRITO AV.,"1555",1555 SAN PEDRITO,-58.4564495,-34.6468651,"7",FLORES,"76",V,,,,,,,,,,
BALBASTRO,"2750",2751 BALBASTRO,-58.4535946,-34.6462998,"7",FLORES,"76",V,,,,,,,,,,
BALBASTRO,"2093",2093 BALBASTRO,-58.4460905,-34.641092,"7",PARQUE CHACABUCO,"7",I,,,,,,,,,,
BALBASTRO,"2283",2283 BALBASTRO,-58.4478491,-34.6426706,"7",FLORES,"7",I,,,,,,,,,,
BALBASTRO,"2983",2983 BALBASTRO,-58.4563743,-34.6483996,"7",FLORES,"76",I,,,,,,,,,,
AVELINO DIAZ,"2590","2590 DIAZ, AVELINO",-58.4522113,-34.6449715,"7",FLORES,"7",V,"50",V,"101",I,,,,,,
AVELINO DIAZ,"2304","2304 DIAZ, AVELINO",-58.4492176,-34.6424069,"7",FLORES,"101",I,,,,,,,,,,
AVELINO DIAZ,"2302","2302 DIAZ, AVELINO",-58.4491265,-34.6423287,"7",FLORES,"7",V,"50",V,,,,,,,,
AVELINO DIAZ,"2126","2126 DIAZ, AVELINO",-58.4474083,-34.6408024,"7",FLORES,"101",I,,,,,,,,,,
AVELINO DIAZ,"2114","2114 DIAZ, AVELINO",-58.447394,-34.6407896,"7",FLORES,"7",V,"50",V,,,,,,,,
SANTANDER,"2185",2185 SANTANDER,-58.4489402,-34.6404529,"7",FLORES,"50",I,"101",V,,,,,,,,
EVA PERON AV.,"1475","1475 PERON, EVA AV.",-58.4448367,-34.633048,"7",PARQUE CHACABUCO,"56",V,"103",V,,,,,,,,
EVA PERON AV.,"1466","1466 PERON, EVA AV.",-58.4447852,-34.6330067,"7",PARQUE CHACABUCO,"97",V,,,,,,,,,,
EVA PERON AV.,"1225","1225 PERON, EVA AV.",-58.442906,-34.6316065,"7",PARQUE CHACABUCO,"56",V,"97",V,"103",V,,,,,,
EMILIO MITRE,"1328","1328 MITRE, EMILIO",-58.4387442,-34.6354344,"7",PARQUE CHACABUCO,"7",V,,,,,,,,,,
EMILIO MITRE,"1112","1112 MITRE, EMILIO",-58.4399739,-34.633725,"7",PARQUE CHACABUCO,"26",V,"134",V,,,,,,,,
EMILIO MITRE,"806","806 MITRE, EMILIO",-58.4420201,-34.6310853,"7",PARQUE CHACABUCO,"26",V,"134",V,,,,,,,,
EMILIO MITRE,"630","630 MITRE, EMILIO",-58.4427942,-34.6296872,"7",PARQUE CHACABUCO,"56",V,"97",V,,,,,,,,
ASAMBLEA AV.,"1160",1160 ASAMBLEA AV.,-58.4413263,-34.6358656,"7",PARQUE CHACABUCO,"4",I,,,,,,,,,,
CASEROS AV.,"1912",1912 CASEROS AV.,-58.3889764,-34.633893,"4",BARRACAS,"9",V,"28",V,"95",I,,,,,,
CASEROS AV.,"1876",1876 CASEROS AV.,-58.388206,-34.6336992,"4",BARRACAS,"91",V,"65",V,,,,,,,,
CASEROS AV.,"1574",1574 CASEROS AV.,-58.3850156,-34.6327904,"4",BARRACAS,"65",V,"134",I,"90",I,,,,,,
CASEROS AV.,"1500",1500 CASEROS AV.,-58.3842489,-34.6325652,"4",BARRACAS,"25",V,"95",I,,,,,,,,
CASEROS AV.,"1510",1510 CASEROS AV.,-58.3841894,-34.6325295,"4",BARRACAS,"9",V,"28",V,"91",V,,,,,,
AMANCIO ALCORTA AV.,"1409","1409 ALCORTA, AMANCIO AV.",-58.3839476,-34.6335339,"4",BARRACAS,"46",I,"59",V,,,,,,,,
CASEROS AV.,"1930",1930 CASEROS AV.,-58.3891482,-34.6339325,"4",BARRACAS,"25",V,"134",I,,,,,,,,
BLANCO ENCALADA,"5195",5195 BLANCO ENCALADA,-58.4874506,-34.5761328,"12",VILLA URQUIZA,"114",I,,,,,,,,,,
BLANCO ENCALADA,"5595",5595 BLANCO ENCALADA,-58.4921893,-34.5789271,"12",VILLA URQUIZA,"114",I,,,,,,,,,,
MONROE AV.,"5389",5389 MONROE,-58.4895843,-34.5761006,"12",VILLA URQUIZA,"107",V,"90",I,,,,,,,,
MONROE AV.,"5187",5187 MONROE,-58.487463,-34.5748618,"12",VILLA URQUIZA,"107",V,"90",I,,,,,,,,
FRANKLIN D. ROOSEVELT AV.,"5085",5085 ROOSEVELT FRANKLIN D. AV.,-58.4871205,-34.5734491,"12",VILLA URQUIZA,"127",I,,,,,,,,,,
FRANKLIN D. ROOSEVELT AV.,"5130",5130 ROOSEVELT FRANKLIN D AVE,-58.4881615,-34.5742802,"12",VILLA URQUIZA,"169",V,,,,,,,,,,
FRANKLIN D. ROOSEVELT AV.,"5150",5150 ROOSEVELT FRANKLIN D AVE,-58.4883757,-34.5743977,"12",VILLA URQUIZA,"107",I,,,,,,,,,,
MONROE AV.,"5697",5697 MONROE,-58.4928443,-34.578009,"12",VILLA URQUIZA,"90",I,"107",V,,,,,,,,
DR. PEDRO IGNACIO RIVERA,"5110","5110 RIVERA, PEDRO I., DR.",-58.4889982,-34.5724728,"12",VILLA URQUIZA,"71",V,"127",V,,,,,,,,
DR. PEDRO IGNACIO RIVERA,"5120","5120 RIVERA, PEDRO I., DR.",-58.4890745,-34.5725146,"12",VILLA URQUIZA,"176",V,,,,,,,,,,
DR. PEDRO IGNACIO RIVERA,"5164","5164 RIVERA, PEDRO I., DR.",-58.4892942,-34.5726519,"12",VILLA URQUIZA,"140",V,,,,,,,,,,
DR. PEDRO IGNACIO RIVERA,"5318","5318 RIVERA, PEDRO I., DR.",-58.4909215,-34.5735276,"12",VILLA URQUIZA,"127",V,,,,,,,,,,
DR. PEDRO IGNACIO RIVERA,"5506","5506 RIVERA, PEDRO I., DR.",-58.4929891,-34.5746621,"12",VILLA URQUIZA,"127",V,,,,,,,,,,
DR. PEDRO IGNACIO RIVERA,"5710","5710 RIVERA, PEDRO I., DR.",-58.4952782,-34.5759208,"12",VILLA URQUIZA,"127",V,,,,,,,,,,
CONGRESO AV.,"4606",4606 CONGRESO AV.,-58.4848038,-34.5669917,"12",VILLA URQUIZA,"71",I,"169",V,,,,,,,,
CONGRESO AV.,"4997",4997 CONGRESO AV.,-58.4888475,-34.5689748,"12",VILLA URQUIZA,"169",I,,,,,,,,,,
CONGRESO AV.,"4999",4999 CONGRESO AV.,-58.488916,-34.5690331,"12",VILLA URQUIZA,"71",V,,,,,,,,,,
ASAMBLEA AV.,"959",959  ASAMBLEA AV.,-58.4386617,-34.6351273,"7",PARQUE CHACABUCO,"4",V,"7",I,,,,,,,,
